,album_name,artist_name,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0,Voyageur,Ali Farka Touré,0.5314616910001104,0.5787525221038636,3.3877663306391175,-10.804889353756302,0.7346492883999728,0.5265672127825806,0.12450915903056806,0.14283149519294802,0.7016370420570092,112.73615382224854,304939.924653155,3.851169784916819,global
1,Rave & Roses,Rema,0.6189591539766031,0.7171563527173291,7.109781997384054,-6.5574062573667735,0.31347621192172853,0.3395056650081775,0.0005331702353919717,0.19089900354898004,0.5324435735880038,116.89043156976106,216431.5994100117,4.094277458266624,global
2,Electricity,Ibibio Sound Machine,0.7167331118806497,0.6803405802289798,6.129745340887968,-8.089541678657238,0.438291119632641,0.20882175468665015,0.17285981427450722,0.161317204498358,0.5059462339848402,119.83240460713377,248559.91524512402,3.900153869455364,global
3,Catch Me If You Can,Adekunle Gold,0.6935349133632984,0.6294027605078336,4.524067083171073,-7.689558003689526,0.06297143615655938,0.3761930032537241,0.002473156957604031,0.14672158428936635,0.6724543403112347,103.2096474687082,181808.78039001508,4.13258705851026,global
4,Pacifica Koral Reef,Wadada Leo Smith,0.341,0.0626,2.0,-11.963,1.0,0.879,0.431,0.103,0.23500000000000001,93.754,288055.0,3.0,global
5,The Intifada 1987,Riad Awwad,0.5441308997641622,0.691031597058039,5.17016123324143,-4.979520641766684,0.33357862240797365,0.6677838774297334,0.02392633857533257,0.23743089151340288,0.6537978379659743,114.39383520469212,242571.65480539727,4.0,global
6,Juju Music,King Sunny Adé,0.5170080686910833,0.5055286130428064,8.725004249729563,-15.604113525730183,0.6668725853809303,0.2192547145340751,0.05652822911335188,0.2383732812161953,0.7617496770205533,111.67045492736827,403934.6102441663,3.9199246638850256,global
7,Deja,Bomba Estéreo,0.6356102067146421,0.7832548668253103,6.058745950285272,-6.682847047292068,0.2559899939791852,0.34093029476905873,0.09550367773581883,0.27619438856475237,0.5411907480145647,117.07327426567562,219738.67637045213,3.980910074830127,global
8,Next Is Now,Vivien Goldman,0.5291438731539013,0.4966715535688209,2.059970112104521,-11.818842592972318,0.8195262473443735,0.23143661677301952,0.21060693791650167,0.1499451905132953,0.2930634629484765,118.4548407348482,265002.0350234163,3.8893082358821087,global
9,Tezeta,Hailu Mergia,0.5496399754001389,0.45836895948039946,6.837251180046938,-10.610472560472797,0.6438419226507781,0.7877563858405987,0.2577934374721498,0.1485575613957382,0.7158991879453529,123.97879675035118,252829.69443298527,3.3131413942275247,global
10,Legacy +,Femi Kuti,0.653542366876134,0.8151487467977451,6.147520767281618,-6.712243137378391,0.3325832963437441,0.27215421636062415,0.03279809450769842,0.17262610830174605,0.8470385398207226,127.3300806421443,322690.0219693647,3.715057471827887,global
11,Got to Be Tough,Toots and the Maytals,0.663883368373994,0.7574264831477971,4.732293430561501,-5.095600603950563,0.8373858894036621,0.030391574577561465,9.596396897161811e-05,0.3050163580347145,0.776496446940286,125.05041146367336,245109.6424878377,4.0,global
12,500-Push-Up,Vladislav Delay,0.39569628496154485,0.550818043973687,3.193082810418234,-14.808607369942617,0.6508706378793674,0.01852422397188948,0.6353655166036928,0.19671771588615478,0.30090205934090875,112.34120323516034,350292.8415157463,4.0,global
13,Spinner,Brian Eno,0.3576543970136026,0.21751173118190742,3.343111675218775,-18.857552982106252,1.0,0.1923358234352094,0.643552966342895,0.14753716007339887,0.2640478979270016,129.38910057110064,640942.5831163926,3.701519938020811,global
14,Unity,Gordon Koang,0.6838251740738147,0.8378123078528538,3.785359194159413,-9.179930683882501,0.6872853684625345,0.20839879888724577,0.07335346447397507,0.16842976088965417,0.9204899671556249,105.80016752828226,405588.36069494963,4.0,global
15,Yene Mircha,Hailu Mergia,0.5007534011525151,0.6644498093428275,4.794967690857028,-9.704439192931188,0.6235645330464406,0.16811466832201466,0.3288691010266303,0.11724529044518138,0.7184966665093507,130.14652403898478,350799.34878367564,3.5255049116254162,global
16,Funky Kingston,Toots and the Maytals,0.7210045162185159,0.3986526098803748,5.480206597322618,-15.522060760900427,0.9142179359137853,0.4635238800434621,0.04333044278676814,0.1674221754285886,0.8773255077430517,121.67706796806686,237000.53455687623,4.0,global
17,Mandy & the Jungle,Santi,0.673443565562179,0.5412090434318924,4.268342764083524,-7.470250539813619,0.4665686661298255,0.5423621111909768,0.20762863352374986,0.11625730783157598,0.6069822683881614,119.75140419384651,181668.82573198655,4.240039704629265,global
18,Falaw,Luka Productions,0.7188190069710283,0.7308405166753733,6.602694208223073,-6.608731800249495,0.2512756667722883,0.6379468465160559,0.14512361950953737,0.10490778099638316,0.871826677029006,127.8104148357726,226818.07744064493,3.8693906345005953,global
19,Mettavolution,Rodrigo y Gabriela,0.5963684651280845,0.7503818183949243,7.395717286941451,-7.406757502346188,0.5331392524369237,0.4069485289541052,0.7899798207601084,0.14283268715145667,0.7106560952798977,121.41933886152681,645177.0195430814,4.0,global
20,İstikrarlı Hayal Hakikattir,Gaye Su Akyol,0.4926464316711493,0.6310120221797906,6.299435363230152,-10.261028611773702,0.7267809462883178,0.2062067382211309,0.14819343199547508,0.1981173004316204,0.4386511090870438,101.7856328917009,270662.99156341,3.871024089218461,global
21,Clube Da Esquina,Milton Nascimento,0.4694008147503985,0.3706525633062095,4.470829192289377,-13.602427548294926,0.5240975112325817,0.43632304654015774,0.0428653704037699,0.1795133780824896,0.44071649916143857,116.79553409709713,210919.34325838042,3.842905874070853,global
22,Poaa,Bamba Pana,0.6638447442164617,0.986531137531167,5.1269905140544045,-5.437822353854456,0.6332415295460426,0.1556725014773523,0.5953998427367024,0.3015962130837447,0.5115459379331511,132.00086676107813,301162.36207106133,3.612264531309237,global
23,Ekuka,Ekuka Morris Sirikiti,0.6128327700994771,0.551314757694834,5.430903316063206,-10.086691748719513,0.37435198817858345,0.9683370657286142,0.351837810560501,0.15582876269632004,0.7246361751238337,101.01666219135792,341130.0439999868,4.093355725158178,global
24,Our Garden Needs Its Flowers,Jess Sah Bi,0.5867038155436982,0.6084879794985386,6.468443962908886,-6.888700520900241,1.0,0.3091157668942724,0.0002014782137642518,0.13627949219742932,0.6199489753915771,121.77759889533507,234572.79444420454,3.839683644257224,global
25,RAM 7: August 1791,Ram,0.5383487093711097,0.7602762958938388,4.59658064966348,-8.934216986281227,0.7969539936970156,0.5197966028932917,0.032276625875068694,0.19412054881323704,0.7640731774867067,118.79904535145559,285583.0802546366,3.9490424647684605,global
26,The Good Is a Big God,Domenico Lancellotti,0.5360387625191203,0.5131132870280413,6.351180958364257,-10.947452960505181,0.4956123219950663,0.5909574041499769,0.3645914595034957,0.20198868785075313,0.4561687505887352,120.31313524650413,188485.16412615546,3.6079081072623214,global
27,Lala Belu,Hailu Mergia,0.4705398051207848,0.6239673728725869,7.058943972753569,-9.273175885439302,0.29930654895019393,0.19361730781852438,0.33038365631452665,0.1694511351201133,0.5200267387696956,111.76258313409127,424566.99050395674,4.0,global
28,La Confusion,Amadou & Mariam,0.641051478616547,0.6272370675626624,6.122849404750307,-6.732618474425949,0.35503214572053104,0.39381523279217107,0.010622028005500387,0.17660627160878709,0.5333820585096133,129.30214978989278,251492.46655134764,3.8520705105861857,global
29,Gypsy Woman,Joe Bataan,0.6030587719027959,0.6399060259649555,6.860140506563136,-7.827609683962943,0.8174236355046116,0.7708520649740145,0.0019906455323432143,0.1165144037201372,0.8401377560033688,126.42360713214602,238227.04807522442,3.8955172449210163,global
30,Chronology,Chronixx,0.6822161919949424,0.6742459678434597,5.567337057848817,-6.37399263007614,0.4640142851480479,0.25266252788587834,8.464548401957503e-05,0.14795365411265135,0.610606903407979,99.96017819964356,257165.66223367723,4.0,global
31,Tropisch Verlangen,Cybe,0.4144107808514453,0.5061697679439933,6.103134823771376,-10.230805082835321,0.8416998166534311,0.7900895913311107,0.5278814912919529,0.3434626533651964,0.3843207778505634,143.19303358389476,468323.18940981437,3.9839793158721037,global
32,Towards Language,Arve Henriksen,0.1989893601398374,0.11254889183610257,5.981335949869932,-18.9307539866444,0.06391020600893695,0.944957733403512,0.7187945932130334,0.09604595647625298,0.0849695771737506,87.11647402286003,303663.0571444662,3.1382930564309834,global
33,Dubbing in the Backyard,King Tubby & the Aggrovators,0.7128197518360149,0.4604957352757844,6.106921672053625,-10.997856216460638,0.6010105741213295,0.024588361252075135,0.7665492933094892,0.10073550286064036,0.5456411817406414,101.23806358277685,223066.83971961992,4.0,global
34,"To Syria, With Love",Omar Souleyman,0.5530520484229855,0.9457444113642463,8.422906847224569,-4.11893961054874,0.423384165748481,0.036890913067422745,0.0013286475626075895,0.21819308129058193,0.638117802813996,115.1424357850365,388902.6257393638,3.8952511700515,global
35,"Truth, Liberty & Soul - Live in NYC: The Complete 1982 NPR Jazz Alive! Recording",Jaco Pastorius,0.4344574231285601,0.5926424148215501,4.999996062125433,-12.66090125449251,0.9480970348185599,0.3799963358966357,0.5191691793101021,0.69379238204192,0.3539579506132096,109.28428254961374,640941.4202469251,3.8477531313406925,global
36,Mulatu Of Ethiopia,Mulatu Astatke,0.4927653755756418,0.47846882182932343,2.9125387166168095,-14.078148850788374,0.7630445216634649,0.33549616911809566,0.3100176951110308,0.13418202892912517,0.7436289690646893,139.3563277166663,290950.5470083896,3.8155569725591123,global
37,Tribute to Ndiouga Dieng,Orchestra Baobab,0.6080250149586253,0.6255153417143268,2.9615880459020003,-7.18347587280114,0.48837130332657186,0.6970702659220075,0.04317311058906734,0.14589854191947363,0.8312553208015246,124.89058129822524,264029.06333948334,3.7087195611980484,global
38,Build Music,Janka Nabay and the Bubu Gang,0.6796673910428402,0.6966377792247868,6.369788370580738,-8.21882518475515,0.6067801086825768,0.5056008509458731,0.09418044371487297,0.11436477452810948,0.7703280234206247,143.50618495869054,228473.14855377557,4.004237731368888,global
39,Wailing,Wailing Souls,0.7792302934951167,0.3935779249791446,7.1649041036826535,-14.419723432847581,0.536941961612312,0.14342739606444443,0.0003578625467522103,0.15308580244320633,0.8102404498571285,128.72070463753738,224160.54425581978,4.0,global
40,Uyai,Ibibio Sound Machine,0.6732015326548964,0.675350717183606,4.807364578384516,-9.387530508743385,0.6605167998092621,0.1303833243461935,0.21977321817228512,0.17400519099635575,0.6151762254223646,129.8899104474358,243741.86727575725,3.9174830053736462,global
41,Elwan,Tinariwen,0.6093120212818884,0.5655111538841464,4.464781704901626,-9.09404217333967,0.6783252229601552,0.5536963996143937,0.4400690017066754,0.11706149240720537,0.48082027129432614,118.42947854614621,224886.1105661735,3.8374415155450223,global
42,Hologram İmparatorluğu,Gaye Su Akyol,0.4554632245333637,0.5057364563704498,7.528232712678696,-10.96494083013933,0.677522589703576,0.23017649404616528,0.0902730114875404,0.2784114490997317,0.4331672734982036,111.27977216345894,225905.19603952632,4.049033955515243,global
43,Africa Express Presents... The Orchestra of Syrian Musicians & Guests,The Orchestra of Syrian Musicians,0.3990868041811168,0.6027016945768509,4.073042507720894,-7.944838614758041,0.6071646947370273,0.5947783847299267,0.03932484215406029,0.8606408046135728,0.41000021418230537,113.67190789424426,430741.22867387603,4.0,global
44,Yermande,Mark Ernestus' Ndagga Rhythm Force,0.5740573609739779,0.6998080398681894,4.243775505090522,-17.003832084574302,1.0,0.09534547984446042,0.8766820310076889,0.09595238638933921,0.8919051667743417,148.419717384974,369168.3440737445,4.0,global
45,Fio da Memória,Luísa Maita,0.6192592422953334,0.5222842994328138,4.593535602891458,-13.007064798049683,1.0,0.3626141731936074,0.4431488584712288,0.22815875938942778,0.5602484269038074,128.7140794401474,228029.47890491373,3.771643307200312,global
46,AIM,M.I.A.,0.6651925289364623,0.8052246989872238,4.6030226955050395,-4.887371904350279,0.6544627749576988,0.1273137141849972,0.027460902360746334,0.19996754404840725,0.5646343746168372,130.8603671644719,200719.71763285025,3.944526288040413,global
